Date,Close,High,Low,Open,Volume
2014-11-02,1.1449635,0.8914611,0.93142086,0.5927657,0.30535075
2014-11-03,1.1438876,0.89057976,0.931024,0.59224325,0.30479038
2014-11-04,1.1437315,0.8904438,0.9309478,0.59215814,0.30470428
2014-11-05,1.1409097,0.88810617,0.92994404,0.5907555,0.30323723
2014-11-06,1.1376451,0.88540095,0.9288046,0.5891003,0.3015419
2014-11-07,1.1371478,0.88504285,0.928657,0.5888683,0.30132392
2014-11-08,1.1381449,0.8858126,0.92901707,0.58930075,0.3017963
2014-11-09,1.1342416,0.88256836,0.9275815,0.58738965,0.29976442
2014-11-10,1.1301394,0.87923497,0.9261295,0.58536434,0.2976729
2014-11-11,1.1297313,0.87887496,0.9260377,0.58507997,0.29744273
2014-11-12,1.117866,0.8689623,0.9217668,0.57922375,0.29124343
2014-11-13,1.1073517,0.86050373,0.91809636,0.57407486,0.28595698
2014-11-14,1.1157326,0.8673995,0.9211418,0.5781515,0.29028895
2014-11-15,1.121983,0.872564,0.9234099,0.58128476,0.2935322
2014-11-16,1.1242613,0.8743108,0.9241371,0.5822964,0.29458284
2014-11-17,1.1206418,0.8714347,0.92278767,0.58066314,0.29279122
2014-11-18,1.1242579,0.87443256,0.924089,0.58243895,0.2946747
2014-11-19,1.1254325,0.8753154,0.92451936,0.5829239,0.29520848
2014-11-20,1.1288139,0.8782223,0.92574316,0.58475107,0.29706764
2014-11-21,1.1348642,0.88317037,0.92779654,0.587758,0.30015102
2014-11-22,1.1340339,0.88244456,0.92756826,0.5872858,0.29968777
2014-11-23,1.1317691,0.8805217,0.9267588,0.5861112,0.29848137
2014-11-24,1.126782,0.8764489,0.92495054,0.583672,0.29592156
2014-11-25,1.1246656,0.874734,0.9242518,0.5826116,0.29485
2014-11-26,1.1279556,0.87744325,0.92542315,0.58422095,0.29655552
2014-11-27,1.1285602,0.8779022,0.92565984,0.5844615,0.2968339
2014-11-28,1.1278507,0.87731665,0.92536837,0.5841823,0.29648325
2014-11-29,1.1257658,0.87561244,0.9246704,0.5831053,0.29540357
2014-11-30,1.1260695,0.8758338,0.9247856,0.5832049,0.29553774
2014-12-01,1.1253024,0.87520903,0.92450255,0.5828243,0.2951422
2014-12-02,1.1248856,0.87486,0.92434955,0.5826091,0.2949219
2014-12-03,1.1256434,0.8755188,0.92462873,0.5830216,0.29534402
2014-12-04,1.1276404,0.87717146,0.925328,0.5840423,0.29638332
2014-12-05,1.127626,0.8771138,0.9253042,0.58401227,0.2963431
2014-12-06,1.1269026,0.8765294,0.9250894,0.58361816,0.29597792
2014-12-07,1.1270624,0.8766527,0.9251364,0.5836821,0.29604745
2014-12-08,1.1291324,0.8784382,0.9258483,0.58483815,0.2971852
2014-12-09,1.1337688,0.8822815,0.92741084,0.5872336,0.29959878
2014-12-10,1.136237,0.8842797,0.9283261,0.58838636,0.3008387
2014-12-11,1.1361077,0.88417274,0.92822474,0.588407,0.30077684
2014-12-12,1.1354779,0.88362545,0.92804056,0.58798,0.30042067
2014-12-13,1.1361555,0.8841999,0.92831737,0.58832353,0.3007902
2014-12-14,1.1362444,0.8842432,0.9283354,0.588357,0.30081305
2014-12-15,1.1365738,0.8845606,0.9284423,0.58856267,0.301016
2014-12-16,1.1407248,0.8880658,0.929879,0.59077585,0.30323413
2014-12-17,1.1451511,0.8917009,0.9313858,0.5930194,0.30550513
2014-12-18,1.1484804,0.8944567,0.93254787,0.5947091,0.3072389
2014-12-19,1.1490769,0.8948672,0.93279046,0.59489846,0.30748364
2014-12-20,1.1454593,0.8918543,0.93153214,0.5930533,0.30559212
2014-12-21,1.1451554,0.8916621,0.9314751,0.59291327,0.30548233
2014-12-22,1.1442147,0.8908353,0.93109083,0.59243375,0.30495062
2014-12-23,1.1420931,0.8890936,0.9303696,0.59133404,0.3038566
2014-12-24,1.1438597,0.890603,0.9310312,0.59227216,0.30482247
2014-12-25,1.1468627,0.8930438,0.9320809,0.59373206,0.3063419
2014-12-26,1.1453898,0.8918031,0.93153554,0.5930129,0.30556354
2014-12-27,1.1463819,0.89268875,0.9319212,0.5935556,0.30613592
2014-12-28,1.1482981,0.89422005,0.9325764,0.5944641,0.30708137
2014-12-29,1.1484433,0.8943655,0.93263334,0.59455585,0.30717275
2014-12-30,1.1498487,0.89551544,0.9331153,0.59525293,0.30789003
2014-12-31,1.1485095,0.89437294,0.9326308,0.5945666,0.30717197
2015-01-01,1.1479474,0.89394885,0.9324765,0.59428406,0.30691275
2015-01-02,1.1489235,0.89473027,0.9328013,0.5947513,0.30739328
2015-01-03,1.1545514,0.89956087,0.9347754,0.59785813,0.31047836
2015-01-04,1.1635484,0.90699273,0.9378171,0.6024541,0.3151085
2015-01-05,1.1642681,0.9074939,0.93809444,0.6026872,0.31536913
2015-01-06,1.1610495,0.9047715,0.9370332,0.60096735,0.31368327
2015-01-07,1.1573486,0.90171385,0.9357055,0.59910506,0.3117788
2015-01-08,1.158277,0.9025293,0.93606466,0.5995826,0.31230482
2015-01-09,1.159049,0.9031113,0.9363325,0.59992903,0.31264722
2015-01-10,1.1609706,0.9047599,0.9370482,0.6009414,0.31370634
2015-01-11,1.1644192,0.90762204,0.9382697,0.6027034,0.3154852
2015-01-12,1.165634,0.9085998,0.93868655,0.603282,0.31607112
2015-01-13,1.1731334,0.9150519,0.94120413,0.60747814,0.32018813
2015-01-14,1.1884403,0.9277919,0.94691557,0.61530733,0.32794023
2015-01-15,1.1887089,0.9278119,0.94701153,0.61528546,0.32789522
2015-01-16,1.1856953,0.92529076,0.94597894,0.6135672,0.32638845
2015-01-17,1.187841,0.92706394,0.9469118,0.61459,0.32743743
2015-01-18,1.1869403,0.926281,0.94649935,0.61415005,0.32697934
2015-01-19,1.1849726,0.9246345,0.9457584,0.6130833,0.32597777
2015-01-20,1.1853839,0.92499906,0.9459122,0.61331904,0.32619318
2015-01-21,1.1825871,0.9226491,0.94478106,0.6119216,0.3247877
2015-01-22,1.1786256,0.9194004,0.94327337,0.60993606,0.322803
2015-01-23,1.1785861,0.91936153,0.94329506,0.60988134,0.32279426
2015-01-24,1.1755304,0.9167842,0.9422087,0.6083267,0.3211799
2015-01-25,1.1718476,0.9137688,0.94084674,0.60648954,0.31929258
2015-01-26,1.1624793,0.90613514,0.9372476,0.60214806,0.3145298
2015-01-27,1.166144,0.9090956,0.9387813,0.603691,0.31641504
2015-01-28,1.1725563,0.9144824,0.94110566,0.6070306,0.31981906
2015-01-29,1.1784687,0.9192765,0.9432309,0.6098698,0.32275024
2015-01-30,1.1783541,0.9192033,0.94322187,0.6098195,0.3227056
2015-01-31,1.1814016,0.9217312,0.9443496,0.6113562,0.3242723
2015-02-01,1.1817724,0.9219877,0.9444726,0.61152434,0.324405
2015-02-02,1.178091,0.91893333,0.9431035,0.6096624,0.3225228
2015-02-03,1.1775707,0.91858894,0.94288605,0.6094908,0.32232812
2015-02-04,1.1803815,0.9208587,0.94394714,0.61080354,0.32371196
2015-02-05,1.180935,0.92135066,0.94418246,0.61114234,0.32405958
2015-02-06,1.1819671,0.9221614,0.9445618,0.61161226,0.3245039
2015-02-07,1.1805756,0.9209983,0.94404083,0.61087555,0.32378754
2015-02-08,1.1808192,0.9212157,0.9441507,0.61099726,0.32393792
2015-02-09,1.182125,0.92231387,0.94461393,0.6116904,0.32458255
2015-02-10,1.1827781,0.92283344,0.94489163,0.6119875,0.3248952
2015-02-11,1.1825551,0.92264694,0.9448169,0.6118654,0.32478335
2015-02-12,1.1825485,0.9226258,0.944818,0.61184263,0.3247691
2015-02-13,1.178888,0.9196164,0.94334406,0.610113,0.32293332
2015-02-14,1.1725649,0.91435695,0.941047,0.60692567,0.3196524
2015-02-15,1.172867,0.91474885,0.9411606,0.6072239,0.31996655
2015-02-16,1.17756,0.91852283,0.9429164,0.609384,0.32226816
2015-02-17,1.1758801,0.9170963,0.9423192,0.60851556,0.32136986
2015-02-18,1.1758792,0.9171376,0.9423311,0.6085312,0.32141647
2015-02-19,1.1760573,0.9172433,0.942416,0.6085666,0.32146308
2015-02-20,1.174612,0.91605645,0.9418762,0.6078579,0.32072076
2015-02-21,1.17321,0.91488487,0.9414353,0.60712665,0.32000223
2015-02-22,1.1755575,0.9168655,0.9422434,0.6083534,0.32125047
2015-02-23,1.1767659,0.91782737,0.9426773,0.6089181,0.32183233
2015-02-24,1.1762367,0.9173932,0.94249326,0.6086372,0.32155904
2015-02-25,1.1765176,0.9176244,0.9426064,0.60877234,0.32170656
2015-02-26,1.1769911,0.91801983,0.9427657,0.6090188,0.32195118
2015-02-27,1.173102,0.9148043,0.94126034,0.6071749,0.31993288
2015-02-28,1.1710435,0.9130772,0.940638,0.60599905,0.3188688
2015-03-01,1.1699406,0.9121671,0.9402058,0.60549575,0.31830755
2015-03-02,1.165362,0.90837413,0.93850327,0.60322386,0.31592336
2015-03-03,1.1617323,0.9054041,0.93716353,0.6014332,0.31407496
2015-03-04,1.1622022,0.905821,0.937375,0.6016627,0.314355
2015-03-05,1.1632144,0.90662605,0.93773395,0.60215515,0.31484446
2015-03-06,1.163371,0.9067504,0.9378341,0.60217696,0.31491998
2015-03-07,1.1633857,0.9067214,0.93788546,0.60212904,0.31490007
2015-03-08,1.1629754,0.9064064,0.93771917,0.6019426,0.31470415
2015-03-09,1.1597618,0.90376663,0.93642116,0.60045964,0.31303898
2015-03-10,1.156168,0.9008413,0.9350936,0.59867746,0.31120753
2015-03-11,1.1561346,0.9007316,0.93522006,0.5985059,0.31115156
2015-03-12,1.1558205,0.90048766,0.93511605,0.5983477,0.31100294
2015-03-13,1.1576866,0.90205526,0.93579644,0.5993169,0.311997
2015-03-14,1.1600627,0.903992,0.9366756,0.6004682,0.31319743
2015-03-15,1.1599761,0.9038766,0.93668795,0.6003676,0.31312332
2015-03-16,1.1579943,0.9022539,0.93594295,0.5994101,0.31210873
2015-03-17,1.1583499,0.9025753,0.9360724,0.5996053,0.3123213
2015-03-18,1.1647949,0.9080599,0.9382674,0.60312355,0.31579897
2015-03-19,1.1689931,0.9114394,0.9397481,0.60512567,0.31783852
2015-03-20,1.1678656,0.91045207,0.9394841,0.60440946,0.31722698
2015-03-21,1.1685487,0.91101915,0.93973446,0.60475206,0.3175879
2015-03-22,1.1668555,0.9095933,0.9391265,0.60389423,0.31668997
2015-03-23,1.1653374,0.90837115,0.9385765,0.6031751,0.31594285
2015-03-24,1.1697534,0.91212374,0.9400964,0.6055348,0.31831205
2015-03-25,1.1737272,0.9153506,0.9415118,0.60746443,0.32029215
2015-03-26,1.1724648,0.9142831,0.9411034,0.60678357,0.31961644
2015-03-27,1.1722234,0.9140789,0.9410591,0.60664344,0.31950024
2015-03-28,1.171949,0.9138228,0.94095546,0.6064681,0.31932804
2015-03-29,1.1729826,0.9147355,0.94131255,0.60705495,0.31992212
2015-03-30,1.1738602,0.91542387,0.9416118,0.6074712,0.3203308
2015-03-31,1.1735425,0.91518307,0.9414976,0.6073153,0.32018253
2015-04-01,1.1737795,0.91536003,0.9415788,0.6074224,0.32028738
2015-04-02,1.1719327,0.91382796,0.940907,0.6065021,0.31932953
2015-04-03,1.1706444,0.9127658,0.94045496,0.605833,0.31866553
2015-04-04,1.17085,0.91291904,0.9405749,0.60589725,0.31876978
2015-04-05,1.1695803,0.91185826,0.9400931,0.6052776,0.3181031
2015-04-06,1.1691405,0.9115297,0.9399373,0.60507697,0.31790844
2015-04-07,1.1706109,0.91273767,0.94046354,0.60580176,0.31865376
2015-04-08,1.1723062,0.9141857,0.94103026,0.60673493,0.31956747
2015-04-09,1.1743703,0.9158599,0.94179744,0.60772616,0.32060516
2015-04-10,1.1758932,0.9171572,0.94231874,0.6085504,0.32142523
2015-04-11,1.1768836,0.9179345,0.94271857,0.60898036,0.32189658
2015-04-12,1.1771561,0.9181532,0.9428312,0.6090992,0.32203552
2015-04-13,1.1791475,0.9198757,0.94348055,0.6102316,0.32313025
2015-04-14,1.182027,0.92224675,0.94456416,0.61166364,0.3245453
2015-04-15,1.1820853,0.92225033,0.944609,0.6116347,0.3245376
2015-04-16,1.1803201,0.9207923,0.9439314,0.6107523,0.3236561
2015-04-17,1.1807388,0.92115945,0.9441075,0.6109682,0.32389915
2015-04-18,1.1817085,0.9219308,0.9445029,0.61141,0.3243536
2015-04-19,1.1813977,0.921684,0.9443781,0.6112686,0.32420504
2015-04-20,1.1812866,0.9215891,0.9443223,0.6112191,0.32414255
2015-04-21,1.1790967,0.919759,0.94348335,0.61013126,0.32302347
2015-04-22,1.177286,0.9182892,0.94282955,0.60921544,0.3221145
2015-04-23,1.1774354,0.91838664,0.9429086,0.6092518,0.3221738
2015-04-24,1.1780101,0.91889304,0.9431018,0.6095822,0.3225005
2015-04-25,1.1795835,0.9201868,0.9437012,0.61035496,0.32330847
2015-04-26,1.1818584,0.92210466,0.94450945,0.6115778,0.32447448
2015-04-27,1.1806096,0.921045,0.94399637,0.6109656,0.32381168
2015-04-28,1.1802937,0.92078304,0.94393444,0.6107381,0.32366642
2015-04-29,1.1807683,0.92116326,0.9441238,0.6109571,0.32388565
2015-04-30,1.1783761,0.91918135,0.94318587,0.6098122,0.32266828
2015-05-01,1.1775111,0.9184747,0.94293696,0.609323,0.3222389
2015-05-02,1.1779044,0.9187681,0.9430968,0.6094745,0.32241333
2015-05-03,1.1762446,0.9173953,0.94248456,0.6086655,0.32155904
2015-05-04,1.1756388,0.9169159,0.942252,0.60836905,0.3212598
2015-05-05,1.1768389,0.91791767,0.94267154,0.60899204,0.32189092
2015-05-06,1.1780912,0.9189818,0.94309753,0.6096611,0.3225548
2015-05-07,1.1777307,0.9186422,0.9429705,0.6094586,0.3223319
2015-05-08,1.1751602,0.91650885,0.942058,0.6081485,0.3210015
2015-05-09,1.1744444,0.9159245,0.9418362,0.60776764,0.32064763
2015-05-10,1.1752373,0.91657066,0.94213605,0.60814214,0.32104844
2015-05-11,1.1750618,0.91642743,0.9420461,0.60806906,0.32095158
2015-05-12,1.1751008,0.9164634,0.9420646,0.6080809,0.32097545
2015-05-13,1.1758696,0.91713,0.94231534,0.60852605,0.32140067
2015-05-14,1.176942,0.9179961,0.9427011,0.6090338,0.32192913
2015-05-15,1.1765655,0.9176696,0.9426001,0.6088095,0.3217258
2015-05-16,1.1769271,0.917964,0.942753,0.60897595,0.3219162
2015-05-17,1.1769046,0.9179407,0.9427441,0.6089617,0.32189748
2015-05-18,1.1775025,0.9184602,0.9429383,0.60930115,0.32222888
2015-05-19,1.178307,0.9191162,0.9432333,0.60969007,0.32263204
2015-05-20,1.1781436,0.9189735,0.9431687,0.6096067,0.3225397
2015-05-21,1.177527,0.91846323,0.9429496,0.6092926,0.32222167
2015-05-22,1.1762735,0.91743547,0.9424527,0.60870355,0.3215758
2015-05-23,1.1758064,0.9170416,0.9423372,0.6084218,0.32133806
2015-05-24,1.175646,0.916893,0.9422932,0.60832435,0.3212442
2015-05-25,1.176094,0.9172864,0.9424443,0.60857594,0.32149726
2015-05-26,1.1767435,0.9178183,0.94266397,0.60890144,0.32182077
2015-05-27,1.1765827,0.91769,0.9425953,0.6088286,0.32173762
2015-05-28,1.1766884,0.91776705,0.9426536,0.60885984,0.32178774
2015-05-29,1.1768075,0.9178684,0.9426927,0.60892534,0.3218524
2015-05-30,1.177539,0.9184844,0.9429631,0.60930896,0.32224634
2015-05-31,1.1787406,0.9194813,0.9433884,0.6099175,0.32286462
2015-06-01,1.180356,0.9208581,0.94394064,0.61080825,0.32372394
2015-06-02,1.1810993,0.92143416,0.94424295,0.6111283,0.3240453
2015-06-03,1.1806885,0.92109555,0.9440985,0.6109127,0.32384527
2015-06-04,1.1809134,0.92128134,0.9441957,0.6110165,0.32395923
2015-06-05,1.181077,0.9214168,0.94424415,0.61110836,0.32403633
2015-06-06,1.1809458,0.9212943,0.9442217,0.61101085,0.32396427
2015-06-07,1.1812192,0.92153597,0.94431686,0.611171,0.32411876
2015-06-08,1.1805304,0.9209614,0.9440165,0.61085397,0.32376072
2015-06-09,1.1794292,0.92007136,0.9435835,0.6103141,0.32321304
2015-06-10,1.1796435,0.92022556,0.9437123,0.61037153,0.32331523
2015-06-11,1.1794753,0.9200805,0.94365644,0.6102781,0.32322475
2015-06-12,1.1792693,0.91991043,0.9435821,0.6101737,0.32312196
2015-06-13,1.1788983,0.9195939,0.94344956,0.6099812,0.3229283
2015-06-14,1.1781423,0.918969,0.94318324,0.6095955,0.32253975
2015-06-15,1.1772703,0.9182541,0.94283897,0.6091823,0.32208934
2015-06-16,1.1738857,0.9154567,0.94154483,0.60755485,0.32033873
2015-06-17,1.1714722,0.91350436,0.9406716,0.60635775,0.3191275
2015-06-18,1.1724108,0.9142504,0.9410576,0.6067701,0.31959707
2015-06-19,1.1730514,0.9147826,0.941319,0.6070778,0.31993458
2015-06-20,1.1741816,0.91569567,0.94173163,0.60761875,0.32049906
2015-06-21,1.1742982,0.91577893,0.9418156,0.60763955,0.32055476
2015-06-22,1.1736112,0.9152129,0.94153947,0.60731524,0.3201932
2015-06-23,1.1737595,0.9153459,0.94160527,0.6073896,0.32028466
2015-06-24,1.1748185,0.91623354,0.9419747,0.60793847,0.32083765
2015-06-25,1.1750525,0.91640776,0.9420603,0.6080391,0.32093832
2015-06-26,1.1746758,0.9160938,0.9419338,0.6078385,0.3207446
2015-06-27,1.1729679,0.9146716,0.94130087,0.6070006,0.31985584
2015-06-28,1.1722465,0.91408753,0.9410629,0.60661834,0.3194982
2015-06-29,1.1708068,0.912903,0.94046587,0.60595745,0.3187444
2015-06-30,1.1677881,0.91042656,0.93935037,0.6044797,0.3172003
2015-07-01,1.1681358,0.9107073,0.93954974,0.6045971,0.317395
2015-07-02,1.1693645,0.9117141,0.94001096,0.6051952,0.31801996
2015-07-03,1.1700639,0.9122755,0.94026405,0.6055195,0.31836197
2015-07-04,1.1690992,0.9114577,0.9399373,0.6050185,0.31785575
2015-07-05,1.1657796,0.9087415,0.93863577,0.60345477,0.31615102
2015-07-06,1.1641041,0.9074014,0.9380131,0.6026382,0.31531563
2015-07-07,1.1654948,0.9085162,0.93859315,0.6032549,0.31602082
2015-07-08,1.1651973,0.9082613,0.93845123,0.60312486,0.31585073
2015-07-09,1.1647481,0.9079121,0.93827343,0.6029119,0.3156336
2015-07-10,1.1605049,0.90446854,0.9365196,0.6010208,0.31346217
2015-07-11,1.1573886,0.9017811,0.9356489,0.59918934,0.31180993
2015-07-12,1.1525768,0.8977933,0.93387514,0.59680533,0.30931064
2015-07-13,1.1540802,0.8991618,0.9344406,0.59767276,0.31020692
2015-07-14,1.157412,0.90181184,0.93570846,0.599163,0.31184176
2015-07-15,1.1582948,0.9025366,0.9360269,0.59959954,0.31228873
2015-07-16,1.1600323,0.90403706,0.936565,0.6005957,0.31323403
2015-07-17,1.162126,0.90569824,0.93739206,0.6015278,0.3142624
2015-07-18,1.1620632,0.90566474,0.9373856,0.60150725,0.31424627
2015-07-19,1.1634651,0.9067971,0.9379204,0.6021582,0.31494683
2015-07-20,1.1626383,0.906106,0.9375939,0.60176104,0.314509
2015-07-21,1.1621193,0.90570146,0.9374099,0.60151446,0.31426394
2015-07-22,1.1626654,0.9061327,0.9376156,0.6017621,0.31452766
2015-07-23,1.1624848,0.9059903,0.9375549,0.60167176,0.31444046
2015-07-24,1.1602238,0.9041121,0.9366757,0.60059947,0.31326202
2015-07-25,1.1582872,0.90250444,0.93604654,0.59955025,0.31226632
2015-07-26,1.1575501,0.90187293,0.93580246,0.59915227,0.31187192
2015-07-27,1.1565524,0.9010822,0.93539,0.59872,0.31138253
2015-07-28,1.1560456,0.9006541,0.93522286,0.5984286,0.31110543
2015-07-29,1.1570344,0.9014883,0.9355858,0.59894216,0.31163743
2015-07-30,1.1583034,0.9025252,0.93604726,0.59956276,0.312279
2015-07-31,1.1591585,0.90324324,0.936349,0.60001475,0.31273317
2015-08-01,1.1604916,0.904339,0.9368455,0.6006718,0.31342068
2015-08-02,1.160994,0.9047392,0.9370272,0.60090953,0.31366262
2015-08-03,1.1604166,0.9042813,0.93680686,0.6006421,0.31337693
2015-08-04,1.1600671,0.90397507,0.93667644,0.6004524,0.31317857
2015-08-05,1.1600943,0.90401363,0.93669575,0.6004711,0.31321087
2015-08-06,1.1612716,0.90498906,0.9371219,0.6010626,0.31381997
2015-08-07,1.1615386,0.90524405,0.9371128,0.6012816,0.31396344
2015-08-08,1.1643919,0.9077031,0.9380925,0.6028708,0.31553534
2015-08-09,1.1671699,0.9098759,0.939212,0.6040728,0.3168625
2015-08-10,1.1667145,0.90950507,0.93905973,0.6038329,0.31663552
2015-08-11,1.1657599,0.90870124,0.9386988,0.60335666,0.31612656
2015-08-12,1.1654598,0.90848374,0.9385876,0.6032259,0.31600037
2015-08-13,1.166689,0.90949935,0.93902,0.60384434,0.31662843
2015-08-14,1.1667079,0.90950394,0.9390318,0.6038517,0.31663144
2015-08-15,1.1671401,0.90986484,0.93922216,0.60405225,0.31686518
2015-08-16,1.1684054,0.91093206,0.9396284,0.60473156,0.3175259
2015-08-17,1.1689905,0.91139525,0.93986994,0.60498923,0.31781167
2015-08-18,1.1773125,0.9184801,0.9428393,0.60949355,0.32234228
2015-08-19,1.1793579,0.9200802,0.9434376,0.6104384,0.32321596
2015-08-20,1.1784223,0.91922164,0.9432041,0.6098222,0.32269016
2015-08-21,1.1777579,0.91868234,0.94300157,0.6094542,0.32236275
2015-08-22,1.1790984,0.9197896,0.943489,0.610147,0.32306775
2015-08-23,1.1794959,0.92011404,0.9436515,0.61032325,0.32325888
2015-08-24,1.1823934,0.92263716,0.94462395,0.6119959,0.32478735
2015-08-25,1.1839176,0.92381495,0.945178,0.6127317,0.32549924
2015-08-26,1.1808039,0.9212126,0.944088,0.6110427,0.32391933
2015-08-27,1.1806282,0.9210593,0.9440598,0.61090666,0.3238254
2015-08-28,1.1796666,0.9202566,0.94367,0.6104621,0.3233374
2015-08-29,1.1790762,0.9197612,0.94350046,0.61010027,0.32304016
2015-08-30,1.1794741,0.9200947,0.9436385,0.6103106,0.32324207
2015-08-31,1.1794436,0.9200651,0.94362235,0.6102957,0.32322046
2015-09-01,1.1795225,0.9201398,0.94365,0.61033785,0.32326773
2015-09-02,1.1797,0.920274,0.94372386,0.6104142,0.32334533
2015-09-03,1.1798776,0.9204283,0.9437931,0.61050284,0.32344374
2015-09-04,1.1795698,0.9201657,0.9436671,0.6103534,0.3232737
2015-09-05,1.1781999,0.91902286,0.94317055,0.60965973,0.32257107
2015-09-06,1.176208,0.9173806,0.9424402,0.6086734,0.32154492
2015-09-07,1.1755725,0.9168572,0.942226,0.6083292,0.32121944
2015-09-08,1.1747321,0.9161606,0.9419033,0.6079251,0.32078144
2015-09-09,1.1752669,0.9166231,0.94211227,0.6082011,0.32108328
2015-09-10,1.17616,0.9173438,0.9424386,0.6086317,0.3215265
2015-09-11,1.1758248,0.91705734,0.94232345,0.60844475,0.32134232
2015-09-12,1.1765704,0.9176914,0.942601,0.60883576,0.32175052
2015-09-13,1.1782545,0.9190905,0.94320273,0.609696,0.3226255
2015-09-14,1.1790541,0.91974515,0.94347554,0.610097,0.32302207
2015-09-15,1.1762701,0.9174587,0.94253093,0.6087744,0.3216251
2015-09-16,1.1793941,0.92002916,0.94360405,0.6102673,0.32319763
2015-09-17,1.1793914,0.9200199,0.9436066,0.6102527,0.32318452
2015-09-18,1.1780658,0.9189253,0.94312006,0.60958815,0.32250938
2015-09-19,1.178535,0.9193023,0.9433208,0.6097987,0.3227495
2015-09-20,1.1787615,0.919491,0.94339323,0.6099172,0.3228635
2015-09-21,1.1795794,0.9201908,0.9436745,0.6103676,0.32330364
2015-09-22,1.1795416,0.9201484,0.9436429,0.61036164,0.32326633
2015-09-23,1.1790184,0.91971064,0.943476,0.6100611,0.32299984
2015-09-24,1.178166,0.9190057,0.9431378,0.6096581,0.32255626
2015-09-25,1.1773424,0.9183267,0.94285434,0.60923237,0.32213512
2015-09-26,1.1776713,0.918585,0.94300705,0.60936195,0.32230082
2015-09-27,1.1780506,0.9189032,0.94314116,0.6095583,0.32249957
2015-09-28,1.1769925,0.91802365,0.9427205,0.60905915,0.32194436
2015-09-29,1.176392,0.917546,0.94251364,0.6087554,0.32165223
2015-09-30,1.1769019,0.9179589,0.9427061,0.60899585,0.32190633
2015-10-01,1.1767405,0.91782016,0.9426453,0.6089144,0.3218181
2015-10-02,1.1765752,0.9176855,0.942589,0.60882795,0.32173488
